image_name,image_url,article_title,context,caption,no_crt_no_cnxt,no_crt_yes_cnxt,yes_crt_no_cnxt,yes_crt_yes_cnxt
"Charles_Q._Brown,_Jr.,_Chairman_of_the_Joint_Chiefs_of_Staff,_traveled_to_Tel_Aviv,_Israel_and_Amman,_Jordan_on_17_to_19_December_2023_-_23.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Charles_Q._Brown%2C_Jr.%2C_Chairman_of_the_Joint_Chiefs_of_Staff%2C_traveled_to_Tel_Aviv%2C_Israel_and_Amman%2C_Jordan_on_17_to_19_December_2023_-_23.jpg/220px-Charles_Q._Brown%2C_Jr.%2C_Chairman_of_the_Joint_Chiefs_of_Staff%2C_traveled_to_Tel_Aviv%2C_Israel_and_Amman%2C_Jordan_on_17_to_19_December_2023_-_23.jpg,Israel–United_States_military_relations," In 1987, the United States granted Israel the status of major non-NATO ally, enabling it to compete equally with NATO and other US allies for contracts and purchase advanced US weapons systems. Israel became the largest recipient of United States military aid in the world (see military aid and procurement below).[3] In 1988, Reagan and Israeli Prime Minister Yitzhak Shamir signed a memorandum of understanding to formalize and perpetuate the work of the bilateral US-Israel military, security and economic working groups.[12]
","U.S. Defense Secretary Lloyd Austin meeting with Israeli Defense Minister Yoav Gallant in the city of Tel Aviv, Israel, December 18, 2023","Four men stand side by side in a formal setting, with flags of the United States and Israel in the background. The first man on the left is in a military uniform, the second is wearing a suit, the third is dressed in black, and the fourth is in an Israeli military uniform. They appear to be engaged in a diplomatic meeting.","Alt-text: Four military officials stand together in front of flags representing the United States and Israel. The group includes a U.S. Air Force officer, U.S. Secretary of Defense Lloyd Austin, an Israeli military official, and an Israeli army officer, all dressed in formal military attire. The setting appears to be an official meeting room.","Four men stand side by side in a formal setting, with flags of the United States and Israel in the background. The men are dressed in military and formal attire, indicating a diplomatic or military meeting.","Four military officials stand together in a formal setting, flanked by the flags of the United States and Israel. The individuals are dressed in military uniforms and suits, indicating a meeting focused on military cooperation."
Vista_do_Aeroporto_Internacional_de_Fortaleza_Pinto_Martins.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Vista_do_Aeroporto_Internacional_de_Fortaleza_Pinto_Martins.jpg/220px-Vista_do_Aeroporto_Internacional_de_Fortaleza_Pinto_Martins.jpg,Fortaleza," The current passenger terminal of Pinto Martins – Fortaleza International Airport, located in the center of Fortaleza, was built between 1996 and 1998.[95] The airport has undergone an expansion process, from which the number of boarding bridges increased from seven to sixteen and the passenger terminal has been expanded from 38,000 m2 to 133,000 m2. In 2014, the airport was capable of serving 6.2 million passengers per year, but after the expansion, capacity is at 11.2 million.[96]
",Pinto Martins International Airport (FOR),"Alt-text: A view of an airport terminal with a large, modern glass structure. Several airplanes are parked on the tarmac in front of the terminal, and the sky is clear with a few clouds in the background.","Alt-text: A wide view of the Pinto Martins – Fortaleza International Airport terminal, showcasing its modern architecture and multiple boarding bridges. The image captures the terminal against a clear blue sky, with several aircraft parked nearby on the tarmac.",A modern airport terminal with a large glass facade and several parked airplanes in front. The sky is clear with a few clouds in the background.,"The image shows the exterior of the Pinto Martins – Fortaleza International Airport, featuring a modern passenger terminal with multiple boarding bridges and parked aircraft in front."
Khristenko_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Khristenko_%28cropped%29.jpg/100px-Khristenko_%28cropped%29.jpg,Ukrainians_in_Russia, Andrey Ishchenko Oleg Kozhemyako Viktoria Abramchenko Vladimir Strelchenko Yury Savenko Yelena Bondarenko (Russian politician) Alexander Yaroshuk Alexey Overchuk Ilya Seredyuk Sergei Storchak,Viktor Khristenko,"A man with short, light gray hair and a friendly smile is wearing a dark suit and a white shirt. He is facing slightly to the right against a light-colored background.","Alt-text: A portrait of a smiling man in a suit, with short, light-colored hair and a friendly expression. The background is neutral.","A smiling man with short, light-colored hair and a suit. He has a friendly expression and is positioned against a plain background.","A portrait of a man with short, light hair and a friendly smile, wearing a dark suit and tie. The background is a light color, suggesting a formal setting."
"Team_Captain_Mark_Stone_and_President_of_Hockey_Operations_George_McPhee_present_a_personalized_team_jersey_and_golden_hockey_stick_to_President_Joe_Biden_at_an_event_celebrating_the_2023_Stanley_Cup_victory_on_November_13,_2023_at_the_White_House.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Team_Captain_Mark_Stone_and_President_of_Hockey_Operations_George_McPhee_present_a_personalized_team_jersey_and_golden_hockey_stick_to_President_Joe_Biden_at_an_event_celebrating_the_2023_Stanley_Cup_victory_on_November_13%2C_2023_at_the_White_House.jpg/220px-thumbnail.jpg,Vegas_Golden_Knights," In the playoffs, the Golden Knights faced off against the Winnipeg Jets in the first round, in a rematch of the 2018 conference finals; after a 5–1 loss in game 1,[134] the Golden Knights won four straight to win the series in five games.[135] Proceeding to the second round, Vegas defeated the division rival Oilers in six games,[136] despite an injury to Brossoit in game 3 necessitating Hill taking over as goaltender.[137] The conference finals saw a rematch of the 2020 series, as the Golden Knights faced the Dallas Stars once again; avenging their prior loss, Vegas won the series and their second Western Conference championship in six games,[138] despite Dallas forcing two additional games after Vegas led the series 3–0.[139] The Golden Knights ultimately faced the Florida Panthers in the Stanley Cup Finals.[138] Vegas won the Finals in five games, including a dominant 9–3 victory in game 5, to win their first Stanley Cup championship,[140] as well as Las Vegas' first championship in any of the ""big 4"" North American sports leagues.[141] Jonathan Marchessault, who led the team in playoff goals, would win the Conn Smythe Trophy as the most valuable player during the playoffs.[142] Additionally, the Golden Knights fulfilled the prediction of owner Bill Foley, who had previously stated the franchise's goals were ""playoffs in three, cup in six,"" with the 2022–23 season being the franchise's sixth.[143] The Knights became the youngest team to win the Stanley Cup since the NHL's first major expansion in 1967, beating the previous record set by the Philadelphia Flyers, who won the Cup in 1974, their seventh season.[144]
",The Golden Knights with U.S. President Joe Biden at the White House following their Stanley Cup victory in 2023.,"Alt-text: A group of men in formal attire, including a hockey team, pose for a photo in a grand room with yellow drapes. In the center, President Biden holds up a hockey jersey with the name ""BIDEN"" and the number ""46"" on it, while two men beside him smile and hold a hockey stick. The atmosphere is celebratory.","Alt-text: A group of people, including a man in a suit holding a hockey jersey with the name ""BIDEN"" and the number ""46,"" pose for a photo in a formal setting. The background features a gold curtain, and several individuals in hockey attire stand around them, smiling.","A group of hockey players poses with President Biden in the White House. Biden holds a gold jersey with ""BIDEN"" and the number ""46"" on it. The players are smiling and dressed in formal attire.","A group of people, including a man holding a hockey jersey with the name ""BIDEN"" and the number ""46,"" pose for a photo in a formal setting. The background features a gold curtain, indicating a prestigious location."
"Old_Direction_Sign_-_Signpost_by_the_A6,_Buxton_Road,_-_geograph.org.uk_-_6051492.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Old_Direction_Sign_-_Signpost_by_the_A6%2C_Buxton_Road%2C_-_geograph.org.uk_-_6051492.jpg/170px-Old_Direction_Sign_-_Signpost_by_the_A6%2C_Buxton_Road%2C_-_geograph.org.uk_-_6051492.jpg,A6_road_(England)," The A6 is one of the main north–south roads in England. It runs from Luton in Bedfordshire to Carlisle in Cumbria, although it formerly started at a junction with the A1 at Barnet in north London, and is described as running from London to Carlisle.
","Signpost in Stockport, seen in 2006, showing A6 distances to London (182 miles) and Carlisle (119 miles)","Alt-text: A street signpost with directional arrows pointing towards ""Carlisle"" and ""Manchester,"" situated near a road. In the background, there are buildings with various signs and advertisements. A parked car is visible in the foreground, along with a flowerbed and a fence.","Alt-text: A roadside signpost indicating directions for the A6 road in England, with arrows pointing towards Carlisle and Manchester. The background features a building with various signs and a parked car in the foreground.","A street signpost with directional arrows pointing towards ""Carlisle"" and ""Manchester."" In the background, a building displays various signs and advertisements. A parked car is visible in the foreground.","Signpost indicating directions to Carlisle and Manchester along the A6 road, with a view of nearby buildings and parked cars. The sign features the text ""Carlisle"" and ""Manchester"" along with the road number ""A6."""
Taylor_Swift_The_Eras_Tour_1989_Era_Set_(53109542801)_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Taylor_Swift_The_Eras_Tour_1989_Era_Set_%2853109542801%29_%28cropped%29.jpg/220px-Taylor_Swift_The_Eras_Tour_1989_Era_Set_%2853109542801%29_%28cropped%29.jpg,New_Zealand_top_50_albums_of_2023," New Zealand band Six60's 2011 album Six60 (1) was the top performing domestic release This is a list of the top-selling albums in New Zealand for 2023 from the Official New Zealand Music Chart's end-of-year chart, compiled by Recorded Music NZ.[1] Recorded Music NZ also published a list for the top 20 albums released by New Zealand artists.[2]
",Eight albums by American singer Taylor Swift featured among the top performing albums of 2023,"A singer with long, wavy hair stands on stage, holding a microphone and performing. She is wearing a sparkling blue outfit adorned with sequins, and the background features a large audience in a concert setting. The stage is illuminated with bright lights.","Alt-text: A performer in a sparkling blue outfit stands on stage, holding a microphone and singing to the audience. The background is filled with fans and stage lights, creating an energetic concert atmosphere.","A performer stands on stage, wearing a sparkling blue outfit and holding a microphone. The audience is visible in the background, with bright lights illuminating the scene.","I'm unable to identify the person in the image. However, based on the context provided, the alt-text could be:

""A performer on stage, wearing a sparkling blue outfit and holding a microphone, with a crowd visible in the background."""
"Denmark_Christmas_seals,_block_of_four,_1920_issue.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Denmark_Christmas_seals%2C_block_of_four%2C_1920_issue.jpg/200px-Denmark_Christmas_seals%2C_block_of_four%2C_1920_issue.jpg,Christmas_seals," When Christmas seals first appeared at the beginning of the 20th century they received much favor and acclaim from the general public, and from stamp and postal history collectors in particular. Prices for the various issues can  range from inexpensive, to moderately priced to those of considerable value, depending on availability, type,[e] centering and condition.[40] The catalogue value of a Christmas seal, as with postage stamps and coins, usually increases over time. For example, in 1935 the Scott Catalogue[f] value for a Christmas seal issued in 1915 was 25-cents.[41] In 1983 its catalogue value increased to $4.  By 2014 the Scott Catalogue Value was fixed at $9.00.[42]  Used seals, and those with no gum and/or have a straight edge on one side, usually command about one-half the price of a seal in unused, (mint) fine to very fine (F-VF) condition.[43][44]
","Danish Christmas seals in block of four, 1920 issue","Alt-text: A vintage postage stamp sheet featuring four identical stamps. Each stamp depicts a regal figure in a flowing robe, handing a cup to a kneeling woman. The background is blue, and the stamps are labeled ""JUL 1920"" at the top. The design is colorful and stylized, reflecting early 20th-century art.","Alt-text: A block of four vintage Christmas seals from July 1920, featuring a colorful illustration of a regal figure presenting a gift to a kneeling woman, set against a blue background.","A vintage postage stamp sheet featuring four stamps. Each stamp depicts a regal figure handing a cup to a kneeling woman, with the text ""JUL 1920"" at the top. The design includes vibrant colors and intricate details.","Four postage stamps arranged in a block, featuring a colorful illustration of a woman handing a gift to another figure, with the text ""JUL 1920"" at the top. The design reflects the early 20th-century style of Christmas seals."
William_Bingham.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/William_Bingham.jpg/125px-William_Bingham.jpg,1794–95_United_States_Senate_elections,"  Main article: 1795 United States Senate election in Pennsylvania Incumbent Federalist Robert Morris, who was elected in  1788, was not a candidate for re-election to another term. The Pennsylvania General Assembly convened on February 26, 1795, to elect a senator for the term beginning March 4, 1795.
",Senator William Bingham,"A historical painting depicting a man in formal attire standing beside a table in a grand room. He holds a piece of paper in one hand and gestures with the other. The room features classical architecture, with columns and draped fabric, creating an atmosphere of importance and authority.","Alt-text: A historical painting depicting a man in formal attire standing beside a desk, holding a document. The setting features classical architecture with columns and draped fabric, suggesting a formal or governmental environment.","A historical painting depicting a man in formal attire standing beside a table with various objects. He holds a document in one hand and gestures with the other, set in an ornate room with draped fabric and columns.","A painting depicting a man in formal attire standing beside a table, holding a document. The background features classical architecture with draped fabric and greenery."
Tanaka_Farms_logo.png,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Tanaka_Farms_logo.png/220px-Tanaka_Farms_logo.png,Tanaka_Farms," Tanaka Farms is a family-owned and operated farm and produce market in Irvine, California. Its focus is not wholesale goods production but agritourism, mainly focused towards school-age children on field trips. It grows over sixty varieties of fruits and vegetables and does not use GMO seeds or unapproved pesticides. The organization also operates a sunflower field in Costa Mesa. Agritourism makes up about a third of the farm's income, with their produce stand and CSA program making up the rest.[1]
",Logo,"Alt-text: Logo of Tanaka Farms, featuring the name ""Tanaka"" in a stylized script font, with ""FARMS"" in a bold font below. The logo includes the establishment year ""EST. 1940.""","Alt-text: Logo of Tanaka Farms, featuring the name ""Tanaka"" in a stylized script with ""FARMS"" below it, and ""EST. 1940"" indicating the establishment year.","A black and white logo featuring the text ""Tanaka Farms"" in a stylized font, with ""EST. 1940"" below it. The design emphasizes the farm's long history.","Logo of Tanaka Farms featuring the text ""Tanaka"" in a stylized font and ""FARMS"" below it, with ""EST. 1940"" indicating the establishment year."
Frankfurter_Buchmesse_2023_42.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Frankfurter_Buchmesse_2023_42.jpg/220px-Frankfurter_Buchmesse_2023_42.jpg,Hanna_Lakomy," Lakomy lives in Berlin-Neukölln[2] and is in a relationship with the writer Florian Havemann,[16] with whom she wrote the novel Begabung usw in 2023.[17]
",Lakomy and Florian Havemann at the Frankfurt Book Fair 2023,"Three individuals are seated in a booth with a sign that reads ""FREUNDE & FRIENDS."" The booth features shelves displaying blue books. Two women are sitting on blue chairs, one wearing a black sweater and the other in a white top, while a man with long hair is leaning against a counter, looking at them. The atmosphere appears casual and friendly.","Alt-text: Three individuals seated in a booth at a literary event, with books displayed in the background. One person is wearing a black sweater and another is in a white top, while the third person has long hair and is dressed in dark clothing. The booth features a logo that reads ""FREUNDE & FRIENDS.""","Three people are seated in a booth with a sign that reads ""FREUNDE & FRIENDS."" Two women are sitting on blue chairs, while a man leans against a counter, looking at them. Books are displayed on shelves in the background.","Three individuals are seated in a booth with books displayed on shelves behind them. A logo for ""Freunde & Friends"" is visible on a screen in the background."
Rasmus_Kirketerp.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Rasmus_Kirketerp.png/220px-Rasmus_Kirketerp.png,Nyhavn_49," The property was later acquired by merchant (grosserer) and bank manager Rasmus Kirketerp (1747-1830). At the time of the 1801 census, he resided in the building with his wife Elisabeth (née Bechmann) and their five children (aged six to 18), an office clerk, a coachman, a caretaker, a chamber maid (husjomfru) and three maids.[2]
",Rasmus Kirketerp,"A historical portrait of a middle-aged man with light-colored hair, wearing a dark coat and a white cravat. He has a serious expression and is depicted in a circular frame. The image is in grayscale.","Alt-text: A historical portrait of Rasmus Kirketerp, a merchant and bank manager, depicted in a circular frame. He has a serious expression, with gray hair and is dressed in 19th-century formal attire. The image is in black and white.","A black and white portrait of a middle-aged man with a serious expression, wearing a dark coat and a white cravat. The image is circular and features a plain background.","Portrait of Rasmus Kirketerp, a merchant and bank manager, who lived in Nyhavn 49 with his family in the early 19th century. The image is a circular black-and-white depiction."
Map_of_Midland_Railway_1920.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Map_of_Midland_Railway_1920.jpg/220px-Map_of_Midland_Railway_1920.jpg,Midland_Railway," The Midland Railway originated from 1832 in Leicestershire / Nottinghamshire, with the purpose of serving the needs of local coal owners.[4]
",1920 general map of Midland Railway,"Alt-text: A black and white map titled ""Midland Railway General Map,"" showing the railway lines and stations of the Midland Railway network. The map includes various routes, with lines marked in black and station names labeled throughout the region. An inset in the top right corner provides additional details about the railway's connections.","Alt-text: A historical map of the Midland Railway, showing the railway lines and stations across Leicestershire and Nottinghamshire, with additional details in the corner. The map is labeled ""Midland Railway General Map.""","A black and white map titled ""Midland Railway General Map,"" showing railway lines and stations across a region. The map includes a key indicating different types of lines and features a small inset map in the upper right corner.","A black and white map titled ""MIDLAND RAILWAY. GENERAL MAP."" showing the railway lines and stations of the Midland Railway network in England. The map includes various routes and locations, highlighting the railway's coverage in the region."
Ellie_Kemper_2018.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Ellie_Kemper_2018.jpg/100px-Ellie_Kemper_2018.jpg,1980_in_the_United_States," Hank Green Zach McGowan Sharice Davids Ben Feldman Andy Hurley May 1 – Jay Reatard, musician (died 2010)
May 2
Chris Boyles, decathlete
Ellie Kemper, actress and comedian
May 3 – Marcel Vigneron, chef
May 4 – Greg Brown, baseball coach
May 5
Sandra Beasley, poet and writer
Chad Bentz, baseball player
Lara Berman, Israeli-born on-air news correspondent, journalist, actress, entrepreneur, and Pro-Israel activist
Fasil Bizuneh, German-born long-distance runner
Hank Green, entrepreneur, musician, educator, producer and vlogger
Zach McGowan, actor
Ike Taylor, football player
May 6
Brooke Bennett, Olympic swimmer
Taebin, singer and TV host
May 7 – Saeed Abedini, Iranian-born pastor
May 9
Erik Bottcher, politician
Sarah Sokolovic, actress
May 10 – Craig Brazell, baseball player
May 11
Kulap Vilaysack, actress, comedian and Writer
May 12
Keith Bhonapha, football player and coach
Keith Bogans, basketball player
May 14
Sarah Maestas Barnes, lawyer and politician
James Bowman, lead guitarist and vocalist for Against Me!
May 15
Erica Bartolina, Olympic pole vaulter
Josh Beckett, baseball player
Cheri Blauwet, physician and Paralympic wheelchair racer
May 17 – Jerome Beasley, basketball player
May 18 – Barrett Baber, country, alternative, and rock musician
May 19
Mark Brown, football player
Drew Fuller, actor and model
May 20 – Chris Bagley, soccer player
May 22 – Sharice Davids, politician, lawyer and mixed martial artist
May 23
Nate Boulton, politician
Gary Brackett, football player
Lane Garrison, actor
May 24
Jason Babin, football player
Owen Benjamin, internet personality, stand-up comedian, and actor
May 26 – Sean Barker, baseball player
May 27
Ben Feldman, actor
Michael Steger, actor
May 28
Kadar Brock, casualist artist
Josh Brooks, university sports administrator
May 29 – Cha-seung Baek, South Korean-born baseball player
May 30
Jenna Lee, journalist and news anchor
Remy Ma, rapper
May 31 – Andy Hurley, drummer of Fall Out Boy",Ellie Kemper,"A smiling person with red hair styled in a sleek updo, wearing a dark blue sleeveless dress. The background features a city street with buildings and vehicles.","Alt-text: A smiling woman with red hair styled in a sleek updo, wearing a dark blue sleeveless dress. She is outdoors, with a blurred city background.","A woman with red hair smiles at the camera, wearing a dark blue dress. She is outdoors, with a city street visible in the background.","A smiling woman with red hair and a dark dress is seen in a city setting. The surrounding text lists notable individuals and events from May, including birthdays and achievements."
Henry_Miller_1940_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Henry_Miller_1940_%28cropped%29.jpg/100px-Henry_Miller_1940_%28cropped%29.jpg,1980_in_the_United_States," Helen Gahagan Douglas June 1
Rube Marquard, baseball player and manager (born 1886)
Arthur Nielsen, businessman, electrical engineer, and market analyst (born 1897)
June 4 – Charles Miller, musician (b. 1939)
June 7
Richard Bonelli, operatic baritone (born 1889)
Philip Guston, painter (born 1912)[25]
Henry Miller, writer (born 1891)[26]
June 12 – Milburn Stone, actor (born 1904)
June 23 – Clyfford Still, painter (born 1904)
June 28
Herbie Faye, actor (born 1899)[27]
Helen Gahagan, actress and politician (born 1900)",Henry Miller,"Black and white portrait of a man with glasses, wearing a suit. He has a serious expression and is looking directly at the camera. The background is light and slightly textured.","Alt-text: A black and white portrait of a man with glasses and a serious expression, wearing a suit. The image is accompanied by text listing notable individuals and their birth dates, including Helen Gahagan Douglas and Rube Marquard, among others, on a page titled ""1980 in the United States.""","A black and white photograph of a man with glasses and a serious expression, wearing a suit. The background is blurred, focusing attention on his face.","A black and white portrait of a man with glasses and a serious expression, wearing a suit. The surrounding text lists notable individuals and their birth dates, including Helen Gahagan Douglas and Rube Marquard, among others."
Caspar_David_Friedrich_-_Das_Eismeer_-_Hamburger_Kunsthalle_-_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Caspar_David_Friedrich_-_Das_Eismeer_-_Hamburger_Kunsthalle_-_02.jpg/220px-Caspar_David_Friedrich_-_Das_Eismeer_-_Hamburger_Kunsthalle_-_02.jpg,Caspar_David_Friedrich," Bare oak trees and tree stumps, such as those in Raven Tree (c. 1822), Man and Woman Contemplating the Moon (c. 1824), and Willow Bush under a Setting Sun (c. 1835), are recurring elements of his paintings, and usually symbolise death.[56] Countering the sense of despair are Friedrich's symbols for redemption: the cross and the clearing sky promise eternal life, and the slender moon suggests hope and the growing closeness of Christ.[54] In his paintings of the sea, anchors often appear on the shore, also indicating a spiritual hope.[57] In The Abbey in the Oakwood, the movement of the monks away from the open grave and toward the cross and the horizon imparts Friedrich's message that the final destination of man's life lies beyond the grave.[58]
","The Sea of Ice (1823–1824), Kunsthalle Hamburg. This scene has been described as ""a stunning composition of near and distant forms in an Arctic image"".[55]","Alt-text: A dramatic landscape featuring jagged ice formations and rocky terrain under a cloudy sky. The scene conveys a sense of desolation and cold, with a mix of sharp ice peaks and rough, weathered rocks. The color palette includes shades of blue, white, and gray, evoking a wintry atmosphere.","Alt-text: A dramatic landscape painting featuring jagged ice formations and rocky terrain, set against a pale blue sky with soft clouds. The scene conveys a sense of desolation and beauty, characteristic of the Romantic style, evoking themes of nature's power and the sublime.","A painting depicting a dramatic icy landscape with jagged rock formations and snow-covered ground. The scene conveys a sense of desolation and stark beauty, with a cloudy sky above.","A landscape painting featuring jagged ice formations and rocky terrain under a cloudy sky, evoking a sense of desolation and the sublime in nature."
MMDA-Photos_-_2015-04-25_-_St_Th_Choir_Sch.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/MMDA-Photos_-_2015-04-25_-_St_Th_Choir_Sch.jpg/225px-MMDA-Photos_-_2015-04-25_-_St_Th_Choir_Sch.jpg,Saint_Thomas_Choir_School," Saint Thomas Choir School was founded in 1919 by the vestry of Saint Thomas Church at the urging of English-born composer T. Tertius Noble, the church organist since 1913. The school opened on March 3, 1919 in a four-story building at 123 West 55th Street.[3] A two-story addition, designed by the architect Thomas A. Bell and completed in 1938, expanded the school north to West 56th Street.[4]
",Choir School entrance.,"Alt-text: Entrance of St. Thomas Choir School, featuring a large wooden double door with square glass panels, set into a brick building with a stone frame. The building has a sign above the door that reads ""St. Thomas Choir School.""","Alt-text: ""The entrance of Saint Thomas Choir School, featuring a wooden double door with square windows, framed by a stone archway and brick facade. The school's name is inscribed above the door.""","A wooden double door with square windows is the entrance to the St. Thomas Choir School, located in a brick building. The school's name is engraved above the door.","Wooden double doors with square windows, framed by a brick facade, marked with the words ""ST. THOMAS CHOIR SCHOOL."" The entrance is located at 123 West 55th Street."
The_grave_of_Ernst_Hess_at_Fluntern_Cemetery.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/The_grave_of_Ernst_Hess_at_Fluntern_Cemetery.jpg/220px-The_grave_of_Ernst_Hess_at_Fluntern_Cemetery.jpg,Ernst_Hess_(composer)," Hess died in Egg and is buried at the Fluntern Cemetery in Zürich.
 Selected works[edit] Suite for Guitar Solo (1935); Hug G.H. 11468
Suite for Viola Solo, Op. 14 (1936)
Concerto for Viola, Cello and Chamber Orchestra, Op. 20
Sinfonia academia (Kleine Sinfonia), Op. 22
Concerto for Horn and Chamber Orchestra, Op. 24
Concerto for Violin and Orchestra, Op. 27
Kleine Musik, for basset horn, violin, viola and cello, Op. 29b (Amadeus Verlag BP 543)
Sinfonia concertante, for violin, piano and orchestra, Op. 55
Unter Dach und Himmel, three poems by Werner Weber for men's chorus (TTBB), alto solo and piano, Op. 56 (Hug G.H. 10624)
Capriccio, for trombone and piano, Op. 57 (Helbling Best.-Nr. 10231)
Concerto da camera, for cello and chamber orchestra, Op. 63
Wenn im Unendlichen, after Johann Wolfgang Goethe, for mixed choir a cappella (Hug G.H. 10904)
Schweizergebet, on a text by Rudolf Hägni, for mixed choir and organ ad lib (Hug G.H. 9319)
Zeitgenössische Orgelmusik im Gottesdienst (contemporary music in the church service) (Edition Eulenburg)",The grave of Ernst Hess at Fluntern Cemetery,"A bronze statue of a seated figure playing a flute, surrounded by lush greenery. To the left of the statue, there is a stone monument partially obscured by plants. The scene is illuminated by soft, natural light filtering through the trees in the background.","Alt-text: A bronze statue of a seated figure playing a flute, positioned next to a stone monument in a serene, green cemetery setting. The background features lush trees, creating a peaceful atmosphere.","A bronze statue of a seated figure playing a flute is surrounded by greenery. Next to the statue, there is a stone monument with an engraved design.","A sculpture of a seated figure playing a flute, positioned next to a stone monument, surrounded by greenery. The scene suggests a tranquil setting, likely in a cemetery."
Great_Seal_of_Canada.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Great_Seal_of_Canada.png/220px-Great_Seal_of_Canada.png,Monarchy_of_Canada," The Great Seal of Canada ""signifies the power and authority of the Crown flowing from the sovereign to [the] parliamentary government""[282] and is applied to state documents such as royal proclamations and letters patent commissioning Cabinet ministers, senators, judges, and other senior government officials.[283] The ""lending"" of royal authority to Cabinet is illustrated by the great seal being entrusted by the governor general, the official keeper of the seal, to the minister of innovation, science, and economic development, who is ex officio the registrar general of Canada.[283] Upon a change of government, the seal is temporarily returned to the governor general and then ""lent"" to the next incoming registrar general.[282]
",The Great Seal of Canada used during the reign of Queen Elizabeth II,"Alt-text: A silver coin featuring a detailed engraving of a seated figure representing Queen Elizabeth II, adorned in royal regalia. The inscription around the edge reads ""ELIZABETH II QUEEN OF CANADA"" and ""REINE DU CANADA."" The background includes ornate designs, emphasizing the coin's regal theme.","Alt-text: A detailed depiction of the Great Seal of Canada, featuring an image of a crowned figure representing the sovereign, surrounded by the text ""ELIZABETH II QUEEN OF CANADA"" and ""REINE DU CANADA."" The seal symbolizes the authority of the Crown and is used on official state documents.","A silver coin featuring a detailed engraving of a seated figure representing Queen Elizabeth II, with the text ""ELIZABETH II QUEEN OF CANADA"" and ""REINE DU CANADA"" around the edge. The design emphasizes royal symbolism and Canadian heritage.","A circular seal featuring a depiction of a crowned figure seated on a throne, holding a sword and a scepter. The text around the seal reads ""ELIZABETH II QUEEN OF CANADA"" and ""REINE DU CANADA."""
Langley_High_School_main_entrance_McLean_VA_2023-12-22_08-27-31.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Langley_High_School_main_entrance_McLean_VA_2023-12-22_08-27-31.jpg/220px-Langley_High_School_main_entrance_McLean_VA_2023-12-22_08-27-31.jpg,"McLean,_Virginia"," Public primary and secondary schools[edit]  Further information: Fairfax County Public Schools McLean residents are zoned to schools in the Fairfax County Public Schools (FCPS).
",Langley High School is one of two high schools within the McLean CDP,"Alt-text: A modern school building with large glass doors and a brick facade. The name ""Langley High School"" is displayed on the right side of the entrance. The sky is clear with a few clouds, and there are two tall poles in front of the building. A paved area is visible in the foreground.","Alt-text: ""Exterior view of Langley High School in McLean, Virginia, featuring a modern architectural design with large glass windows and a brick facade.""","A modern school building with large glass doors and a brick facade, featuring the name ""Langley High School"" on the right side. The sky is clear with a few clouds.","A photograph of Langley High School, showcasing its modern architecture with large glass windows and a brick facade. The school is located in McLean, Virginia."
McLean_High_School_entrance_McLean_VA_2023-12-29_14-13-56.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/McLean_High_School_entrance_McLean_VA_2023-12-29_14-13-56.jpg/220px-McLean_High_School_entrance_McLean_VA_2023-12-29_14-13-56.jpg,Fairfax_County_Public_Schools, Oakton High School in Vienna Robinson Secondary School in Fairfax Carter G. Woodson High School (formerly Wilbert Tucker Woodson High School)  in Fairfax,McLean High School in McLean,Alt-text: A brick school building with a red roof and large front entrance. The entrance features double doors and is flanked by windows. The surrounding area includes a parking lot with accessible parking spaces and landscaped bushes. The sky is partly cloudy.,"Alt-text: ""Exterior view of a brick school building with a red roof, featuring large entrance doors and a parking area. The image is associated with Fairfax County Public Schools.""",A brick school building with a red roof and large entrance doors. The parking lot features designated spaces for accessible parking.,Exterior view of a school building with a red entrance and surrounding parking area. The image is associated with Fairfax County Public Schools.
