image_name,image_url,article_title,context,caption,no_crt_no_cnxt,no_crt_yes_cnxt,yes_crt_no_cnxt,yes_crt_yes_cnxt
Eeli_Aalto_3.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Eeli_Aalto_3.jpg/220px-Eeli_Aalto_3.jpg,Eeli_Aalto," In addition to paintings and sculptures, Aalto made numerous television documents for Yleisradio, such as a document about star singers called Synti suuri surkia in 1980. The document Piina about the artist Alpo Jaakola (1977) was awarded the Jussi Award for best television film.[4]
",Yleisradio director Eeli Aalto at the Keskustori square in Tampere in 1967.,"A man in a black coat stands in a cobblestone square, extending his arm outward as if gesturing. Behind him, there is a historic building with a green roof and several vintage cars parked nearby. The sky is slightly overcast, adding a moody atmosphere to the scene.","Alt-text: A man in a dark coat stands in a cobblestone square, gesturing with his right hand. Behind him, a historic building and several vintage cars are visible, set against a cloudy sky. The scene captures a moment in a public space.","A man in a black coat gestures with his right hand in front of a historic building and parked cars. The scene captures a moment in an urban setting, with a cloudy sky above.","A man gestures with his hand in front of a historic building and parked cars. The scene captures a moment in an urban setting, likely from the mid-20th century."
"ISS-64_Hengchun_Peninsula,_Taiwan.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/ISS-64_Hengchun_Peninsula%2C_Taiwan.jpg/220px-ISS-64_Hengchun_Peninsula%2C_Taiwan.jpg,Hengchun_Peninsula," Hengchun Peninsula（Traditional Chinese：恆春半島） is located in Pingtung County,[1] Taiwan,[2] and is named after Hengchun Township.[3] It is the southernmost part of Taiwan.[4] The Hengchun Peninsula is surrounded by the sea on three sides:[5] the Taiwan Strait to the west,[6] the Bashi Channel to the south,[7] and the Pacific Ocean to the east.[8] Only the northern end of the peninsula connects to the main island of Taiwan.[9] Due to the maritime influence, the climate is moderated by the sea's moisture.[10] The peninsula's terrain is mostly below 800 meters in height,[11] a result of the steep descent from the Central Mountain Range,[12] allowing sea breezes to pass through easily. These environmental factors distinguish it from the main island of Taiwan.
",Hengchun Peninsula,"Satellite image of a peninsula extending into the ocean, featuring lush green mountains and a coastline. The land is densely forested, with visible roads and settlements near the tip of the peninsula. The surrounding water is a deep blue, contrasting with the greenery of the land.","Alt-text: A satellite image of the Hengchun Peninsula in Pingtung County, Taiwan. The peninsula is depicted as a narrow landmass extending southward, surrounded by the Taiwan Strait to the west, the Bashi Channel to the south, and the Pacific Ocean to the east. The terrain shows a mix of green mountainous areas and coastal regions, illustrating the peninsula's geographical features.","Satellite image of a coastal region featuring lush green mountains and a peninsula extending into the ocean. The land is bordered by water on three sides, with visible urban areas along the coastline.","Satellite image of the Hengchun Peninsula in Pingtung County, Taiwan, showing its coastal geography and surrounding waters. The peninsula is predominantly green, indicating vegetation, with the sea visible on three sides."
Qatar_v_Lebanon_(16).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Qatar_v_Lebanon_%2816%29.jpg/220px-Qatar_v_Lebanon_%2816%29.jpg,Lebanon_national_football_team," Radulović was re-appointed head coach of Lebanon ahead of the 2023 Asian Cup, played in January 2024.[129] They were drawn with hosts Qatar, China and Tajikistan in Group A.[130] Lebanon played the opening game of the Asian Cup on 12 January in front of 82,490 spectators at the Lusail Stadium, which had hosted the 2022 World Cup final 13 months prior.[131] Qatar comfortably won the encounter 3–0.[131] Lebanon faced China five days later in a goalless draw.[132] On 22 January, Lebanon headed into the final game against Tajikistan needing a win to progress. Lebanon's Bassel Jradi gave them the lead early in the second half; however, Kassem El Zein's red card reduced them to 10 men in the 52nd minute.[133] Tajikistan scored twice late in the game and knocked Lebanon out of the competition, who finished last in their group with only one point.[133]
",Lebanon during the 2023 Asian Cup group stage match against Qatar,"A soccer match scene featuring a player in a white jersey with red accents, number 22, dribbling the ball while being closely guarded by two opponents in maroon jerseys. One opponent is attempting to tackle from the left, while another is positioned to the right. The background shows a blurred crowd in a stadium setting.","Alt-text: A football match scene featuring players from Lebanon and Qatar. A Lebanese player in a white jersey with red stripes, number 22, is dribbling the ball while being closely challenged by two Qatari players in maroon jerseys. The atmosphere is intense, with spectators in the background.","A soccer match scene featuring players in red and white uniforms. One player, wearing number 22, is dribbling the ball while being closely defended by two opponents. The background shows a stadium filled with spectators.","A football match scene featuring players in red and white uniforms. A Lebanon player, wearing number 22, is surrounded by two opponents from Qatar. The action captures the intensity of the game during the Asian Cup."
Chavundaraya_Basadi_on_Chandragiri_hill_at_Shravanabelagola.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Chavundaraya_Basadi_on_Chandragiri_hill_at_Shravanabelagola.jpg/170px-Chavundaraya_Basadi_on_Chandragiri_hill_at_Shravanabelagola.jpg,Western_Ganga_dynasty," The Gangas built many Hindu temples with impressive Dravidian gopuras containing stucco figures from the Hindu pantheon, decorated pierced screen windows which are featured in the mantapa (hall) along with saptamatrika carvings (seven heavenly mothers).[148] Some well known examples are the Arakeshvara Temple at Hole Alur,[149] Kapileswara temple at Manne, Kolaramma temple at Kolar, Rameshvara temple at Narasamangala,[150] Nagareshvara temple at Begur[151] and the Kallesvara temple at Aralaguppe.[152] At Talakad they built the Maralesvara temple, the Arakesvara temple and the Patalesvara temple. Unlike the Jain temples where floral frieze decoration is common, Hindu temples were distinguished by friezes (slab of stone with decorative sculptures) illustrating episodes from the epics and puranas.[143] Another unique legacy of the Gangas are the number of Viragallu (hero stones) they have left behind; memorials containing sculptural details in relief of war scenes, Hindu deities, saptamatrikas, Jain tirthankars and ritual death (such as the Doddahundi hero stone).[138][153]
",Chavundaraya basadi on Chandragiri hill in Shravanabelagola temple complex,"Alt-text: A stone temple with intricate carvings and a dome, set against a cloudy sky. The structure features ornate pillars and a detailed facade, showcasing traditional architectural elements.","Alt-text: A stone Hindu temple featuring intricate Dravidian architecture, characterized by ornate gopuras (towering gateways) and detailed carvings. The temple is adorned with decorative elements and has a prominent dome at the top, set against a cloudy sky.","A stone temple with intricate carvings and a dome, set against a cloudy sky. The structure features detailed architectural elements and is surrounded by a stone pathway.","A stone temple featuring intricate Dravidian architecture, characterized by detailed carvings and a prominent gopura (tower). The structure showcases elements typical of Hindu temple design from the Western Ganga dynasty."
Mayakovsky-SN-001.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Mayakovsky-SN-001.jpg/200px-Mayakovsky-SN-001.jpg,Vladimir_Mayakovsky," At home the family spoke Russian. With his friends and at school, Mayakovsky spoke Georgian. ""I was born in the Caucasus, my father is a Cossack, my mother is Ukrainian. My mother tongue is Georgian. Thus three cultures are united in me,"" he told the Prague newspaper Prager Presse in a 1927 interview.[6] For Mayakovsky, Georgia was his eternal symbol of beauty. ""I know, it's nonsense, Eden and Paradise, but since people sang about them // It must have been Georgia, the joyful land, that those poets were having in mind"", he wrote later.[4][7]
",The Mayakovskys in Kutaisi,"A black and white photograph of five individuals posed together. The group consists of three women and two men. The women are dressed in period-appropriate clothing, with one sitting on a chair and the others standing or seated nearby. The men are wearing military-style uniforms. The background features a simple, decorative setting, typical of late 19th-century photography.","Alt-text: A historical black-and-white photograph of a family group. Five individuals are posed together, with two women seated in front, one man seated in the middle, and two women standing behind. They are dressed in formal attire typical of the late 19th or early 20th century. The background features a decorative floral pattern.","A black and white photograph of five individuals posed together. The group includes three women and two men, dressed in late 19th-century clothing. One man stands at the back, while the others are seated.","A black-and-white photograph of a family group, featuring five individuals posed together. The setting appears to be a studio, with a decorative backdrop. The people are dressed in formal attire typical of the early 20th century."
Arthur_Fulton_1912_Kings_Prize.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Arthur_Fulton_1912_Kings_Prize.jpg/220px-Arthur_Fulton_1912_Kings_Prize.jpg,Arthur_Fulton_(sport_shooter)," Fulton followed his father into the Volunteer Force and joined the Queen's Westminsters in 1904.[9] In 1905, George Fulton moved his shop to the newly-opened headquarters of the National Rifle Association at Bisley in Surrey; Arthur began to work for him at the same time and first competed in the shooting competitions at Bisley in that year.[10] At the 1908 London Olympics, Arthur won a silver medal in the team military rifle event. Four years later, at the games in Stockholm, he won the silver medal in the team military rifle event, was sixth in the 300 metre three-position military rifle event and ninth in the 600 metre free-rifle event.[11] He won his first King's Prize at the 1912 Imperial Meeting,[6] with a score of 335 out of a possible 350 points.[12] He subsequently, in July 1914, won the second of the three stages of the King's[13] and placed second in the final after losing a tie-breaker shoot to J. L. Dewar, having led by three points going into the third stage.[14]
","Illustration from The Ashbourne Telegraph of Arthur Fulton being ""chaired"" from the range after winning the King's Prize in 1912","Black and white illustration featuring a portrait of Private Fulton, identified as ""The King's Prize Winner."" The image includes a depiction of Fulton in military attire, along with a scene of soldiers and a banner that reads ""Chasing the Winner."" The overall design has a vintage style, emphasizing the theme of military achievement.","Alt-text: A vintage illustration featuring Private Fulton, identified as ""The King's Prize Winner."" The image shows a portrait of Fulton wearing a hat, alongside a depiction of him seated with other figures, possibly representing fellow soldiers or competitors. The text emphasizes his achievement as a notable shooter.","A black and white illustration features a soldier in a hat, labeled ""Private Fulton, The King's Prize Winner."" Below, another soldier is depicted sitting, surrounded by a group of men, with the text ""Chasing the Winner"" nearby.","Illustration featuring a portrait of Private Fulton, labeled ""The King's Prize Winner,"" alongside images of soldiers and a group of people. The text emphasizes his achievement in shooting competitions."
HMS_Victorious_in_Singapore_in_about_December_1964_03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/HMS_Victorious_in_Singapore_in_about_December_1964_03.jpg/220px-HMS_Victorious_in_Singapore_in_about_December_1964_03.jpg,893_Naval_Air_Squadron," In August 1960, 893 Naval Air Squadron was reformed at RNAS Yeovilton (HMS Heron), equipped with six de Havilland Sea Vixen FAW.1 jet fighter aircraft. The squadron's first detachment was to the Centaur-class aircraft carrier, HMS Hermes prior to its commissioning on 1 September. Subsequently, the squadron flew to join HMS Ark Royal near Malta in November. By the time of the Kuwait crisis in June 1961, the squadron was aboard the lead ship of her class, HMS Centaur, and it later operated in both the Far East and the Mediterranean regions before transferring to HMS Victorious in August 1963. This vessel then embarked on an extended deployment to the Far East, which included stops in Hong Kong, Japan, the Philippines, and Australia. During a period of heightened tensions with Indonesia, the squadron was placed on alert and disembarked at RAF Tengah, Singapore, from June to August 1964 while the ship underwent refitting in HMNB Singapore. Upon returning to the United Kingdom, the squadron was disbanded at RNAS Yeovilton in July 1965.[6]
",893 NAS on HMS Victorious in Singapore ~December 1964,"Alt-text: A military aircraft, specifically a Grumman F-14 Tomcat, is positioned on the deck of an aircraft carrier. The plane has its wings swept back and is surrounded by several personnel in military uniforms. The ocean is visible in the background, and the scene is set in bright daylight.","Alt-text: A de Havilland Sea Vixen FAW.1 jet fighter aircraft on the deck of an aircraft carrier, with crew members in military attire nearby. The aircraft is positioned with its wings partially folded, showcasing its distinctive design against a backdrop of water.","A military aircraft is positioned on the deck of a ship, with crew members in uniform nearby. The aircraft has its wings partially raised, and the ocean is visible in the background.","A de Havilland Sea Vixen FAW.1 jet fighter is positioned on the deck of an aircraft carrier, with crew members nearby. The background shows a body of water, indicating a naval setting."
Gur-e_Amir_03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Gur-e_Amir_03.jpg/220px-Gur-e_Amir_03.jpg,Gur-e-Amir," The entrance portal to the Muhammad Sultan ensemble is richly decorated with carved bricks and various mosaics. All the extensions of Ulugh Beg's time are attributed to the architect Muhammad ibn Mahmud from Isfahan.
",Gur-e-Amir at night,"A nighttime view of a historic building featuring a large blue dome and intricate tile work. The structure has tall, slender minarets on either side and is illuminated from within, highlighting its architectural details. Surrounding the building are trees and a well-maintained landscape, creating a serene atmosphere.","Alt-text: A night view of the Gur-e-Amir mausoleum, showcasing its grand entrance portal adorned with intricate carved bricks and colorful mosaics. The structure features a large dome and tall minarets, illuminated against the night sky.","A night view of a historic building featuring a large blue dome and intricate tile work. The structure is illuminated, highlighting its architectural details and surrounding columns.","The image shows the entrance portal of the Muhammad Sultan ensemble, featuring intricately carved bricks and colorful mosaics, illuminated at night. The structure includes a prominent dome and tall minarets."
Neches_Arena_at_Montagne_Center_LamarvsPaulQuinnMBB123023-8.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Neches_Arena_at_Montagne_Center_LamarvsPaulQuinnMBB123023-8.jpg/220px-Neches_Arena_at_Montagne_Center_LamarvsPaulQuinnMBB123023-8.jpg,Montagne_Center," The Montagne Center is a mixed-use facility with a split funding arrangement, as required by state statute. Much of the center is devoted to sports and special events; a wing of the center is devoted to education.
",Interior of the arena in 2023.,Alt-text: A view of a basketball arena featuring empty red seats and a large scoreboard displaying the logo of Lamar University. Players are warming up on the court below the scoreboard.,"Alt-text: ""Interior view of the Montagne Center, showcasing a sports arena with red seating and a large scoreboard displaying the logo of the facility. The space is set up for a sporting event, with players warming up on the court.""","A large indoor sports arena with red seating and a scoreboard displaying ""LU"" in the center. The court is set up for a basketball game, with players warming up on the floor.","Interior view of the Montagne Center, showcasing a sports arena with red seating and a large scoreboard displaying ""LU."" The space is set up for a sporting event, with players on the court."
Joanna_Scanlan_2019.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Joanna_Scanlan_2019.jpg/130px-Joanna_Scanlan_2019.jpg,BAFTA_Award_for_Best_Actress_in_a_Leading_Role," 1950s[edit] 

Year

Actress

Film

Character


1952(6th)

Best British Actress


Vivien Leigh

A Streetcar Named Desire

Blanche DuBois


Phyllis Calvert

Mandy

Christine Garland


Celia Johnson

I Believe in You

Matty Matheson


Ann Todd

The Sound Barrier

Susan Garthwaite


Best Foreign Actress


Simone Signoret

Golden Helmet

Marie 


Edwige Feuillère

Olivia

Julie


Katharine Hepburn

Pat and Mike

Patricia ""Pat"" Pemberton


Judy Holliday

The Marrying Kind

Florence Keefer


Nicole Stéphane

The Strange Ones

Elisabeth


1953(7th)

Best British Actress


Audrey Hepburn

Roman Holiday

Princess Ann


Celia Johnson

The Captain's Paradise

Maud


Best Foreign Actress


Leslie Caron

Lili

Lili Daurier


Shirley Booth

Come Back, Little Sheba

Lola Delaney


Marie Powers

The Medium

Flora


Maria Schell

The Heart of the Matter

Helen Rolt


1954(8th)

Best British Actress


Yvonne Mitchell

The Divided Heart

Sonja


Brenda de Banzie

Hobson's Choice

Maggie Hobson


Audrey Hepburn

Sabrina

Sabrina Fairchild


Margaret Leighton

Carrington V.C.

Valerie Carrington


Noelle Middleton

Alison L. Graham


Best Foreign Actress


Cornell Borchers

The Divided Heart

Inga Hartl


Shirley Booth

About Mrs. Leslie

Vivien Leslie


Judy Holliday

Phffft

Nina Tracey


Grace Kelly

Dial M for Murder

Margot Wendice


Gina Lollobrigida

Bread, Love and Dreams

Maria de Ritis


1955(9th)

Best British Actress


Katie Johnson

The Ladykillers

Louisa Wilberforce


Margaret Johnston

Touch and Go

Helen Fletcher


Deborah Kerr

The End of the Affair

Sarah Miles


Margaret Lockwood

Cast a Dark Shadow

Freda Jefferies


Best Foreign Actress


Betsy Blair

Marty

Clara Snyder


Dorothy Dandridge

Carmen Jones

Carmen Jones


Judy Garland

A Star Is Born

Esther Blodgett


Julie Harris

I Am a Camera

Sally Bowles


Katharine Hepburn

Summertime

Jane Hudson


Grace Kelly

The Country Girl

Georgie Elgin


Giulietta Masina

The Road

Gelsomina


Marilyn Monroe

The Seven Year Itch

The Girl


1956(10th)

Best British Actress


Virginia McKenna

A Town Like Alice

Jean Paget


Dorothy Alison

Reach for the Sky

Nurse Brace


Audrey Hepburn

War and Peace

Natasha Rostova


Best Foreign Actress


Anna Magnani

The Rose Tattoo

Serafina Delle Rose


Carroll Baker

Baby Doll

Baby Doll Meighan


Eva Dahlbeck

Smiles of a Summer Night

Desiree Armfeldt


Ava Gardner

Bhowani Junction

Victoria Jones


Susan Hayward

I'll Cry Tomorrow

Lillian Roth


Shirley MacLaine

The Trouble with Harry

Jennifer Rogers


Kim Novak

Picnic

Marjorie Owens


Marisa Pavan

The Rose Tattoo

Rose Delle Rose


Maria Schell

Gervaise

Gervaise Macquart Coupeau


Jean Simmons

Guys and Dolls

Sister Sarah Brown


1957(11th)

Best British Actress


Heather Sears

The Story of Esther Costello

Esther Costello


Deborah Kerr

Tea and Sympathy

Laura Reynolds


Sylvia Syms

Woman in a Dressing Gown

Georgie Harlow


Best Foreign Actress


Simone Signoret

The Witches of Salem

Elizabeth Proctor


Augusta Dabney

That Night!

Maggie Bowden


Katharine Hepburn

The Rainmaker

Lizzie Curry


Marilyn Monroe

The Prince and the Showgirl

Elsie Marina


Lilli Palmer

Is Anna Anderson Anastasia?

Anna Anderson


Eva Marie Saint

A Hatful of Rain

Celia Pope


Joanne Woodward

The Three Faces of Eve

Eve White


1958(12th)

Best British Actress


Irene Worth

Orders to Kill

Léonie


Hermione Baddeley

Room at the Top

Elspeth


Karuna Banerjee

Aparajito

Sarbajaya Roy


Virginia McKenna

Carve Her Name with Pride

Violette Szabo


Best Foreign Actress


Simone Signoret

Room at the Top

Alice Aisgill


Ingrid Bergman

The Inn of the Sixth Happiness

Gladys Aylward


Anna Magnani

Wild Is the Wind

Gioia


Giulietta Masina

Nights of Cabiria

Cabiria Ceccarelli


Tatiana Samoilova

The Cranes Are Flying

Veronika


Elizabeth Taylor

Cat on a Hot Tin Roof

Maggie Pollitt


Joanne Woodward

No Down Payment

Leola Boone


1959(13th)

Best British Actress


Audrey Hepburn

The Nun's Story

Sister Luke (Gabrielle van der Mal)


Peggy Ashcroft

The Nun's Story

Mother Mathilde


Wendy Hiller

Separate Tables

Pat Cooper


Yvonne Mitchell

Sapphire

Mildred


Sylvia Syms

No Trees in the Street

Hetty


Kay Walsh

The Horse's Mouth

Miss. Coker


Best Foreign Actress


Shirley MacLaine

Ask Any Girl

Meg Wheeler


Ava Gardner

On the Beach

Moira Davidson


Susan Hayward

I Want to Live!

Barbara Graham


Ellie Lambeti

A Matter of Dignity

Chloe Pella


Rosalind Russell

Auntie Mame

Mame Dennis
",Joanna Scanlan won for After Love (2020).,"A woman with long brown hair and glasses is speaking. She appears to be in a dimly lit setting, wearing a colorful top. Her expression is focused and engaged as she addresses someone off-camera.","Alt-text: A woman with long brown hair and glasses is speaking, appearing engaged in a conversation. She is wearing a colorful top and is in a dimly lit environment.","A woman with glasses is speaking, appearing engaged in a discussion. She has long brown hair and is wearing a colorful top.","The image features a woman with glasses, speaking or engaged in conversation. She has long hair and is wearing a colorful top. The background appears to be dimly lit, suggesting an intimate setting."
"Middlesex_Street_Estate,_London_(01).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Middlesex_Street_Estate%2C_London_%2801%29.jpg/220px-Middlesex_Street_Estate%2C_London_%2801%29.jpg,Middlesex_Street_Estate," Petticoat Square in 2005 The Middlesex Street Estate is a housing estate in Aldgate, on the east edge of the City of London in the East End. It was connected to other local buildings by an elevated walkway system called the City of London Pedway Scheme.
",The Middlesex Street Estate as seen from the east,"Alt-text: A cityscape featuring a mix of modern skyscrapers and mid-rise buildings. In the foreground, a low-rise structure with a distinctive architectural design is surrounded by taller glass buildings. The scene captures the contrast between contemporary architecture and older styles in an urban environment.","Alt-text: Aerial view of the Middlesex Street Estate in Aldgate, London, showcasing a mix of modern skyscrapers and the housing estate's distinctive architecture. The image captures the contrast between the estate's low-rise buildings and the surrounding tall, contemporary structures.","Aerial view of a cityscape featuring a mix of modern skyscrapers and older buildings. The foreground shows a low-rise structure with a distinctive architectural design, surrounded by taller glass buildings.","Aerial view of the Middlesex Street Estate in Aldgate, London, showcasing the housing complex surrounded by modern skyscrapers. The image highlights the architectural contrast between the estate and the surrounding buildings."
Vannevar_Bush_portrait.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Vannevar_Bush_portrait.jpg/220px-Vannevar_Bush_portrait.jpg,Hypertext," Douglas Engelbart in 2009, at the 40th anniversary celebrations of ""The Mother of All Demos"" in San Francisco, a 90-minute 1968 presentation of the NLS computer system which was a combination of hardware and software that demonstrated many hypertext ideas","Engineer Vannevar Bush wrote ""As We May Think"" in July of 1945 in which he described the Memex, a theoretical proto-hypertext device which in turn helped inspire the subsequent invention of hypertext.","A black and white photograph of a man sitting at a desk, writing on a piece of paper. He is wearing a suit and tie, with glasses perched on his nose. The background features dark wood paneling and a decorative object on the desk. The man appears focused and engaged in his work.","Alt-text: A black and white photograph of a man in a suit sitting at a desk, writing on a piece of paper. He has glasses and a serious expression, with a wooden backdrop behind him. The image is associated with the 40th anniversary of ""The Mother of All Demos,"" highlighting advancements in hypertext and computer systems.","A black and white photograph of a man in a suit sitting at a desk, writing on a piece of paper. He has glasses and a serious expression.","Douglas Engelbart seated at a desk, writing with a pen. The image captures him during the 40th anniversary of ""The Mother of All Demos,"" highlighting his contributions to hypertext and computer systems."
Larsson_fiala_12_16-3_(53404702269).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Larsson_fiala_12_16-3_%2853404702269%29.jpg/220px-Larsson_fiala_12_16-3_%2853404702269%29.jpg,Kevin_Fiala," He scored his first NHL goal on 14 January 2016, against Connor Hellebuyck of the Winnipeg Jets.[10] Spending most of the season with Milwaukee, he finished the year with 50 points in 66 games.[11]
",Fiala with the Los Angeles Kings in 2023.,A hockey player wearing a white jersey with the LA Kings logo smiles and laughs while talking to another player in a dark jersey. The background shows a blurred hockey rink filled with spectators.,Alt-text: A hockey player wearing a white Los Angeles Kings jersey smiles and interacts with another player on the ice during a game. The background shows a blurred crowd in a hockey arena.,"A hockey player in a white jersey with ""LA"" and a crown logo smiles while interacting with another player on the ice. The background shows a blurred crowd in a hockey arena.","A hockey player wearing a white jersey with ""LA"" on it smiles while interacting with another player in a dark jersey. The background shows a blurred hockey arena filled with spectators."
McLean_High_School_entrance_McLean_VA_2023-12-29_14-13-56.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/McLean_High_School_entrance_McLean_VA_2023-12-29_14-13-56.jpg/220px-McLean_High_School_entrance_McLean_VA_2023-12-29_14-13-56.jpg,Fairfax_County_Public_Schools, Oakton High School in Vienna Robinson Secondary School in Fairfax Carter G. Woodson High School (formerly Wilbert Tucker Woodson High School)  in Fairfax,McLean High School in McLean,Alt-text: A brick school building with a red roof and large front entrance. The entrance features double doors and is flanked by windows. The surrounding area includes a parking lot with accessible parking spaces and landscaped bushes. The sky is partly cloudy.,"Alt-text: ""Exterior view of a brick school building with a red roof, featuring large entrance doors and a parking area. The image is associated with Fairfax County Public Schools.""",A brick school building with a red roof and large entrance doors. The parking lot features designated spaces for accessible parking.,Exterior view of a school building with a red entrance and surrounding parking area. The image is associated with Fairfax County Public Schools.
Tom_Barrett_and_Sam_Tanson_FzE64ugWYAAgzeK_(1).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Tom_Barrett_and_Sam_Tanson_FzE64ugWYAAgzeK_%281%29.jpg/220px-Tom_Barrett_and_Sam_Tanson_FzE64ugWYAAgzeK_%281%29.jpg,Sam_Tanson," On 6 September 2019, Tanson became the interim Minister of Justice as a replacement for Félix Braz, who suffered from severe illness.[6] She was appointed as the titular Minister of Justice on 25 September 2019.[6]
",Tanson meeting in 2023 with U.S. Ambassador to Luxembourg Tom Barrett,"A man in a suit and a woman in a white shirt and patterned pants are standing together, both smiling as they hold a blue document. The background features a white wall and a landscape photograph.","Alt-text: ""A man in a suit and tie presents a document to a woman with short gray hair and glasses, who is wearing a white shirt and patterned pants. They are standing in a well-lit room with a white wall and a landscape photo in the background.""","A man in a suit and a woman in a white shirt hold a blue document between them, smiling. The background features a landscape photograph.","A man in a suit and a woman with short gray hair and glasses are standing together, holding a document. The background features a white wall and a landscape photograph."
Liliana_Segre_2018_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/Liliana_Segre_2018_%28cropped%29.jpg,List_of_Holocaust_survivors," Living[edit] 

Names

Sex

Birth (age)

Country


Kozak, Marion

F

1934 (age 90–91)

Poland/United Kingdom


Levy, Anne Skorecki

F

July 1935 (age 89)

Poland


Segre, Liliana

F

 (1930-09-10) September 10, 1930 (age 94)

Italy


Zylbersztajn-Tzur, Stella

F

 (1925-11-29) November 29, 1925 (age 99)

Poland

",Liliana Segre,"A smiling elderly woman with curly white hair, wearing glasses and a dark velvet jacket adorned with a white flower. She has a string of pearls around her neck and is set against a softly patterned gold background.","Alt-text: A portrait of an elderly woman with white hair styled in soft curls, wearing glasses and a dark velvet jacket adorned with a white flower. She has a gentle smile and is set against a textured, light-colored background.","An elderly woman with white hair and glasses smiles softly, wearing a dark velvet outfit adorned with a pearl necklace and a flower brooch. The background features a floral pattern in soft gold tones.","A portrait of an elderly woman with white hair and glasses, wearing a dark outfit with a pearl necklace. The background features a decorative pattern. The image is associated with a list of Holocaust survivors."
Jeannette_campbell_en_el_podio.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Jeannette_campbell_en_el_podio.jpg/220px-Jeannette_campbell_en_el_podio.jpg,Jeannette_Campbell," Her sister, Dorothy, was Argentina's 100 m freestyle champion.[4] She followed her sister to become the Argentine record holder in 100 m in 1932, with a 1:18:6 time.[4] In 1935, she became the South American record holder in the 100 m[3] (1:08:0) and in the 400 m. During the 1936 Olympics, she broke the 100 m Olympic record in the semifinals with a 1:06:6 time. She finished second to Hendrika Mastenbroek in the final 100 meters swim, with a 1:06:4 time.[3]
",Campbell (left) in the 1936 Olympics podium along with Mastenbroek and Arendt (who is giving the nazi salute),"Three women stand in a row, each wearing athletic uniforms. The woman on the right raises her right arm in a salute, while the others stand with their arms at their sides. The background features a clear sky, and the women appear to be posing for a photograph.","Alt-text: A historical black and white photograph of three female athletes standing side by side. The woman on the right is raising her arm in a salute, while the other two women stand beside her. They are dressed in swimwear with emblems on their chests, likely representing their country or team. The image captures a moment from the early 20th century, reflecting the era of competitive swimming.","Three women stand in a row, each wearing athletic uniforms. The woman on the right raises her arm in a salute, while the others stand with their arms at their sides.","Three women stand side by side, with one raising her arm in a salute. They are dressed in athletic attire, and the image captures a moment likely related to a swimming event or competition."
Milton_Dick_July_2023.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Milton_Dick_July_2023.jpg/175px-Milton_Dick_July_2023.jpg,47th_Parliament_of_Australia," 
House of Representatives Speaker election[51]


Candidate

Seat

Votes

%




Milton Dick

Oxley (Qld)

92

62.16




Andrew Wallace

Fisher (Qld)

56

37.84




148

100
",House Speaker Milton Dick (ALP),"A smiling man with short, styled hair and glasses is wearing a dark suit and a light green tie. He is positioned in front of a light-colored wall with a decorative piece in the background.","Alt-text: A portrait of Milton Dick, the Speaker of the House of Representatives in Australia, smiling while wearing glasses and a dark suit with a green tie. The background features a decorative wall.",A smiling man with glasses and a green tie poses for the camera. He is wearing a dark suit and stands in front of a light-colored background with artwork.,"The image features a chart detailing the results of the House of Representatives Speaker election, showing candidates Milton Dick and Andrew Wallace, along with their respective votes and percentages. The total votes cast were 148, with Dick receiving 92 votes (62.16%) and Wallace receiving 56 votes (37.84%)."
