image_name,image_url,article_title,context,caption,no_crt_no_cnxt,no_crt_yes_cnxt,yes_crt_no_cnxt,yes_crt_yes_cnxt
Fitting_of_the_Coiled_Corset_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Fitting_of_the_Coiled_Corset_%28cropped%29.jpg/220px-Fitting_of_the_Coiled_Corset_%28cropped%29.jpg,The_Overlook_(Alexander_McQueen_collection),"The Overlook (Autumn/Winter 1999) was the fourteenth collection by British fashion designer Alexander McQueen for his eponymous fashion house. It was inspired by the Stanley Kubrick horror film The Shining (1980) and named for the fictional Overlook Hotel where much of the film takes place. The collection focused on winter clothing in light and neutral colours, including chunky knitwear, fur and shearling coats, and parkas inspired by Inuit clothing. Showpiece items included a bustier made from rock crystal and a corset made from coils of aluminium, the latter provided by jeweller and frequent McQueen collaborator Shaun Leane.","The coiled corset from Look 47 of The Overlook, pictured backstage at the 2004 McQueen retrospective show Black","Alt-text: A model is wearing a futuristic outfit made of silvery, metallic rings that cover the torso and neck. The design includes elongated shoulder sections and a high neck. The model has dark, dramatic eye makeup. The background shows other people, partially visible.","Model wearing a metallic, coiled aluminum corset by Alexander McQueen, part of ""The Overlook"" collection. The outfit is inspired by Stanley Kubrick's film ""The Shining"" and showcases a futuristic design with bold, dark eye makeup.","A model wearing a metallic, form-fitting top designed to look like coiled wire, with dramatic dark eye makeup.","A model wearing a metallic corset with coiled design, extending from neck to waist, against a dark background."
Milwaukee_Early_Vote_Rally_(5115626494)_(1).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Milwaukee_Early_Vote_Rally_%285115626494%29_%281%29.jpg/220px-Milwaukee_Early_Vote_Rally_%285115626494%29_%281%29.jpg,2010_Wisconsin_gubernatorial_election,"Candidates[edit] Seven candidates appeared on the primary election ballot: two Democrats, three Republicans and two other candidates. After Walker and Barrett won their respective primaries, they faced each other and independent candidates using the ""Independent"" and ""Common Sense"" labels in the November general election.[14]",Barrett at a campaign rally in Milwaukee in October,"A man wearing a green jacket is speaking at a podium with microphones attached. Behind him, there is a large American flag. The outdoor setting includes some autumn-colored foliage.",A person speaking at a podium with microphones in front of a large American flag backdrop outdoors.,"A person stands at a podium speaking into a microphone, with a red and white striped background. Two microphones with logos are attached to the podium.","A man standing at a podium with microphones, speaking in front of a backdrop featuring the American flag."
"Jean,_Carmen,_Beryl,_Harold,_Rainbow_and_Joan_Cazneaux_at_Ambleside,_Rosville,_New_South_Wales,_1922.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Jean%2C_Carmen%2C_Beryl%2C_Harold%2C_Rainbow_and_Joan_Cazneaux_at_Ambleside%2C_Rosville%2C_New_South_Wales%2C_1922.jpg/220px-Jean%2C_Carmen%2C_Beryl%2C_Harold%2C_Rainbow_and_Joan_Cazneaux_at_Ambleside%2C_Rosville%2C_New_South_Wales%2C_1922.jpg,Harold_Cazneaux,"Harold Pierce Cazneaux (1878–1953) married Mabel Winifred Hodge (1882–) on 1 September 1905.[8] They had a home on Dudley Avenue, Roseville, New South Wales. Their family included:","Jean, Carmen, Beryl, Harold, Rainbow and Joan Cazneaux at Ambleside, Roseville, New South Wales, 1922.jpg","A vintage black-and-white photograph showing six children outdoors in a garden setting. Five of the children, who appear to be girls dressed in white dresses and stockings, are standing in a semi-circle around a toddler in the center, who is wearing light-colored clothing. The children are positioned under a wooden archway surrounded by foliage, and the scene has a serene, nostalgic feel.","A vintage black and white photo of six children standing outdoors, five older girls in white dresses surrounding a younger child in light clothing. They are positioned under a wooden archway with foliage visible in the background.","A vintage black and white photograph of six children standing outdoors under a wooden archway, with a toddler in front holding hands with two older children.",A vintage photograph showing six children standing together in a garden setting.
1977_Ford_Mustang_II_Cobra_(14203160339)_(cropped).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/1977_Ford_Mustang_II_Cobra_%2814203160339%29_%28cropped%29.jpg/220px-1977_Ford_Mustang_II_Cobra_%2814203160339%29_%28cropped%29.jpg,Ford_Mustang_(second_generation),"Capitalizing on the sales success of the previous year's racy-looking Cobra II,[54] Mustang II sales literature for 1977 emphasized the more sporty aspects of the car, with the words ""Sweet Handling"" the featured catchphrase on the cover of that year's Mustang II dealership brochure (though a luxury Ghia model still got pride of place there).[55] Along these lines, the 1977 model year introduced a ""Sports Appearance Group"" for the Ghia model that was color-matched to either black or tan paint, as well as several minor styling changes and expanded color options for the Cobra II. Also new was a T-top option for the fastback, featuring twin removable tinted glass panels.",1977½ Cobra II with revised graphics.,"A vintage white sports car with red accents is displayed at an outdoor car show. The car features the word ""COBRA"" in large red letters on its side and a red racing stripe running over its hood and roof. Other classic cars are visible in the background on a grassy area.","A white Ford Mustang II Cobra II from the second generation is parked on grass. The car features red striping and ""COBRA"" lettering along the side. Other cars are visible in the background at an outdoor event.","A vintage white car with red stripes and the word ""COBRA"" on its side is parked on grass, surrounded by other cars.","A white and red Ford Mustang Cobra II from the second generation with ""COBRA"" in bold letters on the side, displayed at a car show."
"Coastal_road_under_construction,_Mumbai.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Coastal_road_under_construction%2C_Mumbai.jpg/220px-Coastal_road_under_construction%2C_Mumbai.jpg,Coastal_Road_(Mumbai),"The Coastal Road will be built in two phases. It will have 8 lanes, including 2 lanes dedicated for a bus rapid transit system.[38] AECOM is the project's general consultant.[39]","Coastal road under construction, Mumbai (January 2024)",A hazy cityscape featuring a waterfront with a curved road or bridge. The skyline in the background is partially obscured by fog or smog. There are construction sites and machinery visible in the foreground near the road. The scene conveys an urban environment with ongoing development.,"Alt-text: View of a construction site for the Coastal Road in Mumbai with a partially built road along the coast, sea in the background, and city skyline visible in the distance.","A hazy view of a coastal cityscape with a highway, construction machinery, and a body of water in the foreground; skyscrapers are visible in the background.","View of a coastal highway under construction with multiple lanes, adjacent to a body of water, with a city skyline visible in the background."
"Catherine_Deneuve,_April_1983.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Catherine_Deneuve%2C_April_1983.jpg/170px-Catherine_Deneuve%2C_April_1983.jpg,Catherine_Deneuve,"In 1971, Deneuve starred in Nadine Trintignant's It Only Happens to Others opposite Marcello Mastroianni. She also starred in Marco Ferreri's Italian drama Liza (1972), Jean-Pierre Melville's French crime film Un flic (1972), and Jacques Demy's French comedy A Slightly Pregnant Man (1973). She starred in Robert Aldrich's crime film Hustle (1975) with Burt Reynolds. Gene Siskel of the Chicago Tribune awarded a full four stars out of four and wrote that ""violence takes a back seat to character development and storytelling techniques that are classical. Hustle is the kind of picture you don't want to see end. It's going to be a cult favorite.""[23] That same year, she acted in Jean-Paul Rappeneau's adventure film Le Sauvage (1975) with Yves Montand. The following year, she acted in Claude Lelouch's Second Chance (1976).",Catherine Deneuve in 1983,"A person with long blonde hair is sitting indoors, leaning slightly to one side with their elbow resting on a surface. They are wearing a black sweater with a colorful abstract design, along with orange earrings and a necklace. The background includes a piece of abstract art and a colorful cushion with a circular pattern.","A person with long blonde hair, wearing a colorful sweater and pink earrings, is sitting and resting their head on their hand. They are looking slightly to the side. There is a patterned pillow beside them and part of a painting is visible in the background.","A woman with blond hair is sitting on a patterned sofa, wearing a black sweater with colorful designs and orange earrings. She is resting her head on her hand against the armrest.","Catherine Deneuve sitting with her hand on her head, wearing a patterned sweater and earrings, with a colorful abstract painting behind her."
Gilman_Interior_Shot.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Gilman_Interior_Shot.jpg/222px-Gilman_Interior_Shot.jpg,"Gilman,_Colorado","The town sits at an elevation of 8,950 ft (2,730 m) on a dramatic 600-foot (180 m) cliff above the Eagle River on the flank of Battle Mountain. It is located southeast of Minturn and north of Tennessee Pass along U.S. Highway 24. The remnants of the townsite are visible in many places along the curves of the highway. More recent housing situated on the steep flank of the mountain itself near the former mines.","Gilman in 2023, outside of the abandoned village houses.","A small village nestled in a lush, green valley. Several rustic buildings with red and green roofs are visible, surrounded by dense trees and vegetation. A dirt path winds through the village, and hills rise in the background, creating a serene and secluded atmosphere.","A view of the remnants of Gilman, Colorado, showing a series of old buildings with red and green roofs on a mountainside. The area is surrounded by greenery and trees, with parts of the structures partially obscured by vegetation.","Aerial view of a small village with several buildings featuring red and green roofs, surrounded by lush greenery and trees.",Abandoned buildings with red and green roofs surrounded by dense green vegetation on a hillside.
Arthur_Fulton_1912_Kings_Prize.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Arthur_Fulton_1912_Kings_Prize.jpg/220px-Arthur_Fulton_1912_Kings_Prize.jpg,Arthur_Fulton_(sport_shooter),"Fulton followed his father into the Volunteer Force and joined the Queen's Westminsters in 1904.[9] In 1905, George Fulton moved his shop to the newly-opened headquarters of the National Rifle Association at Bisley in Surrey; Arthur began to work for him at the same time and first competed in the shooting competitions at Bisley in that year.[10] At the 1908 London Olympics, Arthur won a silver medal in the team military rifle event. Four years later, at the games in Stockholm, he won the silver medal in the team military rifle event, was sixth in the 300 metre three-position military rifle event and ninth in the 600 metre free-rifle event.[11] He won his first King's Prize at the 1912 Imperial Meeting,[6] with a score of 335 out of a possible 350 points.[12] He subsequently, in July 1914, won the second of the three stages of the King's[13] and placed second in the final after losing a tie-breaker shoot to J. L. Dewar, having led by three points going into the third stage.[14]","Illustration from The Ashbourne Telegraph of Arthur Fulton being ""chaired"" from the range after winning the King's Prize in 1912","Illustration of a soldier in a wide-brimmed hat. The text reads ""Private Fulton, The King's Prize Winner."" Below, a scene depicts the soldier seated, holding a rifle, surrounded by cheering people. The caption reads ""Cheering the Winner."" The artwork has a sketch-like style.","Illustration of Arthur Fulton, a sport shooter, with the text ""Private Fulton The Kings Prize Winner."" The image depicts Fulton in military attire, along with a group of people, possibly depicting a shooting competition scene with the caption ""Chasing the Winner.""","Illustration of a soldier in uniform identified as ""Private Fulton, the King's Prize Winner."" Below, a group labeled ""Cheering the Winner"" celebrates enthusiastically.","A black and white illustration featuring ""Private Fulton The King's Prize Winner"" with a central figure in a hat and uniform, surrounded by smaller figures labeled ""Cheering The Winner."""
"Ongoing_grassroots_program_with_Sporting_Clube_de_Goa_Academy_players_led_by_club_managements_in_Duler_Stadium_in_Mapusa,_Goa,_India.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Ongoing_grassroots_program_with_Sporting_Clube_de_Goa_Academy_players_led_by_club_managements_in_Duler_Stadium_in_Mapusa%2C_Goa%2C_India.jpg/220px-Ongoing_grassroots_program_with_Sporting_Clube_de_Goa_Academy_players_led_by_club_managements_in_Duler_Stadium_in_Mapusa%2C_Goa%2C_India.jpg,SC_de_Goa,"On 16 August 2013, Sporting launched their football academy on the occasion of the 198th anniversary of the founding of Don Bosco.[87] The academy for various age groups, namely U-10, U-12, U-14, U-16, U-18, and U-20, with the coaching team built around Spanish coach Javier Fernández, assisted by Norbert Gonsalves, Ashwin Crasto, Francisco Raposo and Freddy Gomes. They worked under the overall supervision and guidance of Sporting's then head coach Oscar Bruzon,[88][89] in order to implement the Sporting Clube de Goa youth development plan. Sporting Goa also renovated the football ground at Don Bosco College in Panaji with the installation of sub-surface slit drainage combined with the laying of perforated pipes.[90] The original mud topping has given way to a sand-based top layer, which encourages drainage and healthy grass growth, and provides a level and cushioned playing surface.[91] Between 2013 and 2015, Spanish coach Javier Fernández Cabrera worked as technical director, as well as assistant coach of the club, playing key role behind Sporting Goa's youth development.[92][93][94]",Training and scouting program by Sporting Goa Academy at the Duler Stadium in Mapusa,"A coach addresses a large group of young soccer players sitting on a grassy field. The players are wearing a variety of brightly colored uniforms. In the background, more people stand under a covered area. The scene appears to be a sports event or training session with clear skies overhead.",Alt-text: A coach addresses a group of young football players sitting on a grassy field. The players are wearing various colors of sports uniforms. A covered seating area is visible in the background with more people standing and watching. The scene takes place on a clear day.,"A coach in an orange shirt addresses a large group of seated participants on a grassy field, with more people standing in colorful sportswear in the background.","A group of young football players is sitting on a grass field, listening to a coach wearing an orange shirt at a sports facility."
"Firenze,_porta_san_giorgio,_1324_(rimaneggiata_nel_1937)_02.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Firenze%2C_porta_san_giorgio%2C_1324_%28rimaneggiata_nel_1937%29_02.jpg/220px-Firenze%2C_porta_san_giorgio%2C_1324_%28rimaneggiata_nel_1937%29_02.jpg,"Porta_San_Giorgio,_Florence","The Porta San Giorgio is a medieval gateway located on the south-east end of the Oltrarno walls of Florence, Italy. Ramparts of the Belvedere fortress, begun in 1590, stand adjacent to the gate. The road away from Florence soon passes the church of San Leonardo in Arcetri.",Outer entrance,"Historic stone archway with a textured surface and an emblem carved into its upper section. The arch leads into a narrow cobblestone street lined with traditional buildings. A lantern is affixed to the right side of the arch, and trees are visible in the background.","Alt-text: A stone medieval gateway, Porta San Giorgio, with an arched opening and a decorative emblem above. The gateway is part of the Oltrarno walls in Florence, Italy, with a narrow street visible through the arch. Traditional stone and brick construction is evident, surrounded by a small paved area and greenery.","Stone archway with a carved emblem above the entrance, leading to a narrow cobblestone street flanked by historic buildings and greenery in the background.","Medieval stone gateway with an arched entrance, called ""Porta San Giorgio,"" featuring an emblem above the arch. The path through the gate leads to a street lined with buildings and trees."
323221_at_Chester_Road_09_03_23_(52736482876).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/323221_at_Chester_Road_09_03_23_%2852736482876%29.jpg/220px-323221_at_Chester_Road_09_03_23_%2852736482876%29.jpg,Chester_Road_railway_station,"The station is served by West Midlands Trains with local Transport for West Midlands branded ""Cross-City"" services, operated using Class 323 Electric multiple units (EMUs)[6] until September 2024 and currently by Class 730 EMUs.[7]",A Centro livery West Midlands Railway Class 323 at Chester Road's Platform 1 in 2023,"A train station platform is covered in a light dusting of snow, with a green and yellow train approaching on the left track. The platform is partially sheltered by a roof, and several people are waiting nearby. On the right, a brick station building displays a sign reading ""Chester Road"" alongside information boards. Trees and overcast skies are visible in the background.","A train arriving at Chester Road railway station with people waiting on the platform. The train has a green and yellow design, and there are signs and information boards on the brick station building. The platform is covered with a canopy.","A train arrives at a snow-covered platform at Chester Road station, with a station sign visible on the right.","A train arrives at Chester Road railway station on a snowy day, with station signs visible on the brick wall."
